StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
2026-02-12T03:00:00Z,APXMIDP,2026-02-12,7,73.25,1633.550
2026-02-12T03:00:00Z,N2EXMIDP,2026-02-12,7,0.00,0.000
2026-02-12T02:30:00Z,APXMIDP,2026-02-12,6,71.77,1396.250
2026-02-12T02:30:00Z,N2EXMIDP,2026-02-12,6,0.00,0.000
2026-02-12T02:00:00Z,APXMIDP,2026-02-12,5,77.14,1370.400
2026-02-12T02:00:00Z,N2EXMIDP,2026-02-12,5,0.00,0.000
2026-02-12T01:30:00Z,APXMIDP,2026-02-12,4,75.16,1068.950
2026-02-12T01:30:00Z,N2EXMIDP,2026-02-12,4,0.00,0.000
2026-02-12T01:00:00Z,APXMIDP,2026-02-12,3,79.55,1155.300
2026-02-12T01:00:00Z,N2EXMIDP,2026-02-12,3,0.00,0.000
2026-02-12T00:30:00Z,APXMIDP,2026-02-12,2,83.81,1349.100
2026-02-12T00:30:00Z,N2EXMIDP,2026-02-12,2,0.00,0.000
2026-02-12T00:00:00Z,APXMIDP,2026-02-12,1,79.04,1216.150
2026-02-12T00:00:00Z,N2EXMIDP,2026-02-12,1,0.00,0.000
2026-02-11T23:30:00Z,APXMIDP,2026-02-11,48,78.55,1233.350
2026-02-11T23:30:00Z,N2EXMIDP,2026-02-11,48,0.00,0.000
2026-02-11T23:00:00Z,APXMIDP,2026-02-11,47,76.47,1508.050
2026-02-11T23:00:00Z,N2EXMIDP,2026-02-11,47,0.00,0.000
2026-02-11T22:30:00Z,APXMIDP,2026-02-11,46,77.30,2776.650
2026-02-11T22:30:00Z,N2EXMIDP,2026-02-11,46,0.00,0.000
2026-02-11T22:00:00Z,APXMIDP,2026-02-11,45,78.87,2367.100
2026-02-11T22:00:00Z,N2EXMIDP,2026-02-11,45,0.00,0.000
2026-02-11T21:30:00Z,APXMIDP,2026-02-11,44,80.06,2289.900
2026-02-11T21:30:00Z,N2EXMIDP,2026-02-11,44,0.00,0.000
2026-02-11T21:00:00Z,APXMIDP,2026-02-11,43,80.05,2205.800
2026-02-11T21:00:00Z,N2EXMIDP,2026-02-11,43,0.00,0.000
2026-02-11T20:30:00Z,APXMIDP,2026-02-11,42,81.19,2117.000
2026-02-11T20:30:00Z,N2EXMIDP,2026-02-11,42,0.00,0.000
2026-02-11T20:00:00Z,APXMIDP,2026-02-11,41,81.37,2643.400
2026-02-11T20:00:00Z,N2EXMIDP,2026-02-11,41,0.00,0.000
2026-02-11T19:30:00Z,APXMIDP,2026-02-11,40,79.91,2457.150
2026-02-11T19:30:00Z,N2EXMIDP,2026-02-11,40,0.00,0.000
2026-02-11T19:00:00Z,APXMIDP,2026-02-11,39,83.80,3073.600
2026-02-11T19:00:00Z,N2EXMIDP,2026-02-11,39,0.00,0.000
2026-02-11T18:30:00Z,APXMIDP,2026-02-11,38,85.09,4014.350
2026-02-11T18:30:00Z,N2EXMIDP,2026-02-11,38,0.00,0.000
2026-02-11T18:00:00Z,APXMIDP,2026-02-11,37,86.51,4126.800
2026-02-11T18:00:00Z,N2EXMIDP,2026-02-11,37,0.00,0.000
2026-02-11T17:30:00Z,APXMIDP,2026-02-11,36,88.29,4078.300
2026-02-11T17:30:00Z,N2EXMIDP,2026-02-11,36,0.00,0.000
2026-02-11T17:00:00Z,APXMIDP,2026-02-11,35,86.57,3617.050
2026-02-11T17:00:00Z,N2EXMIDP,2026-02-11,35,0.00,0.000
2026-02-11T16:30:00Z,APXMIDP,2026-02-11,34,89.73,3239.350
2026-02-11T16:30:00Z,N2EXMIDP,2026-02-11,34,0.00,0.000
2026-02-11T16:00:00Z,APXMIDP,2026-02-11,33,83.83,3487.350
2026-02-11T16:00:00Z,N2EXMIDP,2026-02-11,33,0.00,0.000
2026-02-11T15:30:00Z,APXMIDP,2026-02-11,32,80.48,2828.050
